pChEMBL Value,Canomicalsmiles
4.77,CC(C)=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(C#N)c3)nc3ccsc23)c1
6.17,CCCCCCCCCCCCCCCC[N+]1(C)CCCCCC1.[Br-]
5.38,Cc1ccccc1C(=O)n1c2c(c3ccccc31)CCN1C(=O)c3ccccc3N(C)C21
4.45,O=S(=O)(Nc1ccccc1Oc1ccc(Cl)cc1Cl)c1ccccc1
5.99,C[C@]12[C@H](O)C[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1
4.86,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C
4.62,C=C1C(=O)[C@]23C[C@@]1(OCC)CC[C@H]2[C@@]12C=CC(=O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)OCc1ccccc1
4.79,C=C1C(=O)[C@]23[C@H](OC(=O)CN)[C@@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2OS(=O)(=O)CCC
5.32,COc1ccc2nc(NC(=O)CN3CCN(CCN4C(=O)c5cccc6cccc(c56)C4=O)CC3)sc2c1
4.57,CC(C)NC(=N)c1ccc2[nH]c(-c3cn(-c4ccc(Cl)cc4)nn3)nc2c1.Cl
5.12,Cl.N=C(N)SCc1ccc2c(c1)C(=O)c1ccccc1C2=O
5.09,O=C(/C=C/c1ccc(/C=N/c2ccc(F)cc2)cc1)c1cccc2c1C(=O)c1ccccc1C2=O
4.05,CC(C)(O)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1C(=O)C[C@@H]1[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@]12C
5.43,O=C(c1ccccc1)C(c1ccccc1)[n+]1ccn(C(c2ccccc2)c2ccc3oc4ccccc4c3c2)c1.[Br-]
5.18,CC(C)(C)OC(=O)n1cc(CNC(=S)Nc2ccccc2)c2ccccc21
6.08,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(OC)cc1c2C(F)(F)F
6.26,CC(C)(C)n1cc2c(n1)C(=O)CC1(CCN(C(=O)c3cc(-c4ccncc4)nc4ccccc34)CC1)O2
6.92,COc1cc(/C=C/c2nnc(NC(=O)c3cccc(O)c3)s2)c(Br)c(OC)c1OC
4.41,COc1ccc(/C=C\C(=O)O)c(OCc2cn(-c3ccccc3C#N)nn2)c1CC=C(C)C
4.66,CCCCCCCCCNC[C@@H]1OC[C@H](N)[C@@H]1O
4.54,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccccc3F)ccc21
5.37,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC(=O)N[C@@H](C)C(N)=O
5.1,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1n1nccc21
5.78,Cc1c(Cc2ccc(NC(=O)Nc3ccc(F)c(F)c3)nc2)c(=O)oc2cc(O)c(C(C)(C)C)cc12
5.7,CC1=C(CCl)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1
5.31,Cc1n(C(c2ccccc2)c2ccc3oc4ccccc4c3c2)cc[n+]1CC(=O)c1ccc(F)cc1.[Br-]
5.92,COc1ccc(-c2nc3ccccn3c2C(=O)/C=C\Nc2ccc3ncccc3c2)cc1
6.33,C=C1C(=O)C=C[C@]2(C)[C@@H]1CC[C@@]13C/C(=N\OCCCC)[C@@](C)(CC[C@H]12)C3
4.44,C=C(C)C(O)Cc1c(O)cc(CCc2ccccc2)c(C(=O)OC)c1O
6.91,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCN
5.99,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(ccc4oncc43)nc2-1
5.8,Brc1ccc2cc3c4ccccc4nc(-c4ccco4)c3n2c1
4.86,O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccccc2/C1=N\O
5.7,C=C1C(=O)C=C[C@]2(C)[C@@H]1CC[C@]13C[C@](C)(CC[C@@H]21)C(=O)[C@H]3CN(C)C
5.28,N#Cc1nc2c(nc1C#N)-c1cc(C(F)(F)F)ccc1C2=O
4.5,FC(F)(F)Oc1ccc(-c2cc(CN(c3ncccn3)c3nc4ccccc4s3)on2)cc1
4.09,O=C(Nc1ccccc1)Nc1ccc(OC(=O)c2ccccc2)cc1
4.5,O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1C1N=CNN1
4.05,C=C/C(C)=C\CC/C(C)=C/c1cc(C(=O)O)co1
5.54,COc1cc(-c2nc(N(C)C)sc2-c2ccc3ccccc3c2)cc(OC)c1OC
4.73,COc1ccc(-c2n[nH]c(=O)c(/C(=N/Nc3ccc(Cl)cc3)c3cc(OC)c(OC)c(OC)c3)n2)cc1
5.0,NCCCCNc1nc(/C=C/c2ccc([N+](=O)[O-])cc2)nc2ccc(Cl)cc12
5.44,Cc1ccc2oc(-c3ccc(NC(=O)CN4CCN(CCN(C)C)CC4)cc3)nc2c1
4.85,COc1cc(O)c2c(=O)n(-c3cccc(C(=O)N4CCCCC4)c3)ccc2c1
5.37,COc1cc(C2=NN(C(=O)c3ccc(Cl)cc3)C(c3ccc4c(c3)OCO4)C2)cc(OC)c1OC
4.4,COc1cccc(/C=N/N=C2/c3cc([N+](=O)[O-])ccc3-n3c2nc2ccccc2c3=O)c1O
4.41,Cc1ccc(F)cc1NC(=O)CN1CCN(c2nnc(Cc3ccncc3)c3ccccc23)CC1
5.52,COc1ccccc1-c1cnc(OCCCc2ccccc2)n1C
4.47,c1ccc(NC2=NCc3c([nH]c4ccccc34)S2)cc1
5.89,Cc1ccc2c(c1)sc1nc(C(=O)NCc3cn(Cc4ccc(F)cc4)nn3)cn12
4.71,COC(=O)C(c1ccc(F)cc1)N1C(=O)c2ccc(F)cc2NC(=S)C1c1ccc(Cl)cc1
5.99,Cc1cc(=O)oc2cc(N(C)CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)ccc12
4.19,c1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1
5.59,COc1ncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)cc1NS(=O)(=O)c1ccc(F)cc1
7.09,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
5.58,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl
4.54,COC(=O)C[C@H]1C[C@@H](O)[C@@H](C)[C@@H](c2ccc(C)cc2)N1
4.64,N#Cc1c(N=Cc2cccs2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2
5.49,C/C=C(/CO)[C@H]1C[C@@H]2c3[nH]c4ccccc4c3C[C@H]3N2C(=O)[C@@]13COC
5.06,Cc1cccc(-c2cccc(NC(=O)C(Cl)Cl)c2)c1
4.67,O/N=C1/C(c2c[nH]c3cc(F)ccc23)=Nc2cc(F)ccc21
5.55,C/C=C(/C)C(=O)O[C@H]1CC(C)=C[C@@H](OC(=O)/C(C)=C\C)[C@@]2(C)CC[C@@](O)(C(C)C)[C@H]12
5.09,CCC[C@H]1OC(=O)[C@H](O)CC/C=C/C[C@@H]1O
4.82,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C
5.92,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(/Cn3cc(COc4ccc(-c5ccccc5)cc4)nn3)CC[C@@H]12
5.23,CCOC(=O)N1CCN(/[N+]([O-])=N/Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C(C)C1
6.06,CNC(=O)c1nc(-c2ccc(OC)c(O)c2)cc2c1[nH]c(=O)n2-c1cc(OC)c(OC)c(OC)c1
4.45,COc1ccc(C2CNC3=C2C(=O)c2c(c(CCN)cn2S(=O)(=O)c2ccc(C)cc2)C3=O)cc1
4.71,COc1ccc(-c2nc3ccccn3c2-c2nc3ccc(Cl)cc3[nH]2)cc1
4.42,COc1ccc(NC(=S)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@@H]32)OCO4)cc1
5.07,COc1c(O)cc2c(c1OC)-c1c(cc(O)c(OC)c1OC)[C@H](OCc1ccccc1)[C@@H](C)[C@@H](C)C2
4.73,COc1cc(OC)c2c(=O)cc(/C=C/c3ccc(F)cc3)oc2c1
5.12,C#CCOc1cc(OC)ccc1C(=O)c1ccc(=O)n(-c2ccccc2C)c1
5.19,COc1cc(/C=C/c2cc(O)cc(O)c2)cc(O)c1CCO
5.47,CCc1ccc(-c2ccnc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)c2)cc1
6.3,COC(=O)CCc1ccc(S(=O)(=O)n2c(C3(O)C=CC(=O)C=C3)cc3ccc(F)cc32)cc1
4.14,COc1ccc(/C=C/COC(=O)/C=C/c2ccc(O)cc2)cc1
7.67,COc1ccc(-c2nc(CNC(=O)/C=C/c3ccc(O)c(OC)c3)cc3c2[nH]c2ccccc23)cc1
5.88,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2F)c1
5.2,COc1ccc(Nc2ncnc3cc4c(cc23)nc(C(C)C)n4C(C)C)cc1
4.49,CCOC(=O)[C@H]1[C@H](C(=O)c2ccc(Cl)cc2)C12C(=O)Nc1ccc(Cl)cc12
5.34,CCOc1ccc(-c2cccn2-c2cc(OC)c(OC)c(OC)c2)cc1
5.35,COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC[C@H]4CCCNC4)c(F)c3)nc12
4.3,Cc1ccc2[nH]cc(CCNC(=O)c3cccc(C)c3O)c2c1
4.68,CCOC(=O)[C@H]1[C@H](C(O)c2ccc([N+](=O)[O-])cc2)C12C(=O)Nc1ccc(Br)cc12
4.54,COc1cc(/C=C2\C(=O)c3cc(O)ccc3OC2c2ccc(O)c(OC)c2)ccc1O
5.63,Cc1ccc(NC(=O)[C@@H](Cc2ccccc2)NC2=C/C(=N/O)c3ccccc3C2=O)cc1F
4.55,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(Br)cc1c2C(F)(F)F
6.96,COc1ccc(-c2cc(=O)oc3ccc(Cl)cc23)cc1F
6.92,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3cnc4ccccc4c3)nc3cc4ccccc4cc3c2=O)cc1
4.92,O/N=C1/C(c2c[nH]c3ccc(F)cc23)=Nc2ccc(F)cc21
5.2,CCCCCn1c2cc(OC)ccc2c2ccnc(C)c21
5.07,C=C1C(=O)[C@]23[C@H](O)[C@H]1C[C@@H](O)[C@H]2[C@]12CCCC(C)(C)[C@H]1[C@H](O)[C@@]3(O)OC2
6.32,O=C1C(=O)c2ccccc2C2=C1C(c1cc(O)ccc1Br)NC(=S)N2
4.04,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C
6.36,CC1(C)[C@H]2CC[C@]1(C)N(Cc1cn(-c3cccc(C#N)c3)nn1)C(=O)C2
5.46,O=C1c2ccccc2OC2c3[nH]c4ccc(Cl)cc4c3CCN12
5.13,C=C(C)C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1OC
5.48,COc1ccc(COCNc2n[n+]([O-])c3ccccc3[n+]2[O-])cc1
5.0,Cc1ccc(Nc2nnc(Cn3nc(N)c4ccc(C(F)(F)F)nc43)s2)cc1
4.99,O=C(Nc1nc2ccc(F)cc2s1)c1cn(-c2ccccc2)nc1-c1ccccc1
4.85,C/C=C/C(=O)OCC1=C[C@H](O)[C@@H](C(C)C)CC1=O
4.89,COc1ccc(NCc2nc3c(o2)-c2ccccc2C(=O)C3=O)cc1
5.7,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3ccc(F)cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21
5.02,COc1ccc(-c2cccc3nc(-c4ccc5cc[nH]c5c4)oc23)c(OC)c1OC
6.21,CCCCCCCCCCCCCCCC[N+](C)(CC)CC.[Br-]
4.3,O=C(O)c1cc(-c2[nH]c3ccccc3c(=O)c2O)ccc1N1CCOCC1
5.02,COc1cc2c(Nc3ccc(C#N)cc3)ncnc2cc1OCCCN1CCC(c2ccccc2)CC1
5.04,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cc2ccccc2nc1Oc1ccc(Cl)cc1
5.35,C=C1C(=O)[C@@]23CC(=O)[C@@H]4C(C)(C)[C@@H](O)C[C@H](O)[C@@]4(C)[C@@H]2[C@@H](OC(C)=O)C[C@@H]1C3
4.71,O=C(OCc1ccccc1)c1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccccc3)nc2c1
4.18,Cc1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)nn1
5.88,Fc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Cl)ccc3[nH]2)cc1
5.26,CC(C)=CCC[C@@]12[C@@H](O)CC[C@@H](C)[C@]1(C)CC[C@@](C)(O)[C@H]2Cc1c[nH]c2ccccc12
4.64,Cl.Cl.Cl.Cl.O=C1c2cccc3c(N4CC[C@@H](O)C4)ccc(c23)C(=O)N1CCCNCCNCCCN1C(=O)c2cccc3c(N4CC[C@@H](O)C4)ccc(c23)C1=O
5.9,COc1c(OCCCCN(CCO)CCO)cc(O)c2c(=O)cc(-c3ccccc3)oc12
7.51,Cc1cc(=O)c(O)cc2c1C[C@H]1CC(C)(C)/C=C/C[C@]3(C)Oc4cc(O)c(=O)cc(C)c4C[C@H]3C[C@H](O)[C@@]1(C)O2
6.15,Nc1nc2[nH]c(CCSCCC(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2c(=O)[nH]1
4.6,O=C1OCC2=C1C1(C(=O)Nc3ccc(F)cc31)c1c(-c3ccccc3)n[nH]c1N2
7.42,Oc1ccc(CN(Cc2cccc(C(F)(F)F)c2)Cc2ccc(O)c3ncccc23)c2cccnc12
7.37,CC[C@@]1(OC(=O)[C@H](C)NC(=S)NC(=O)c2ccc(C)cc2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
4.92,C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@@H](O)[C@@H]1C(C)(C)[C@@H](O)C[C@@H]2OC3=O
4.78,Cc1nn2c(-c3nc4ccccc4[nH]3)c(-c3ccccc3)nc2s1
4.46,O=C1[C@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cccc(O)c3)N2C(=O)N1c1ccc(Cl)cc1
5.44,Cc1cc2c(cc1C)[n+](Cc1ccc3ccccc3c1)cn2Cc1c2c(cc3c1OCC3)OCC2.[Cl-]
4.71,COc1ccc(-c2noc(CCCCCCC(=O)Nc3ccccc3N)n2)cc1
4.34,N/N=C1/c2cc([N+](=O)[O-])ccc2-n2c1nc1ccccc1c2=O
7.42,COc1ccc(-c2sc(N)nc2-c2cc(OC)c(OC)c(OC)c2)cc1Cl
4.64,O=S(=O)(c1ccc(F)cc1)c1nc2ccccc2nc1N1CCc2ccccc2C1
5.19,Cc1ccc(-n2nc(C(=O)Nc3ccc(Oc4ncnc5[nH]ccc45)cc3)c(C)cc2=O)cc1
5.05,COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)cc1/C=C1/C(=O)Nc2ccc([N+](=O)[O-])cc21
5.54,CN1c2ccccc2C(=O)N2CCc3c(n(C(=O)c4cccc(Cl)c4)c4ccccc34)C21
4.58,N#C[Se]CCCNC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1
4.76,CCOC(=O)C1=C(N)Oc2c(N)cc3nc4ccccc4nc3c2C1c1ccc(Br)cc1
4.84,O=S(=O)(O)OCCc1cc(O)c(O)c(Br)c1Cc1cc(O)c(O)c(Br)c1Br
4.83,O=C(/C=C/c1cc(F)c(F)c(F)c1)N1CCN(CCN2C(=O)c3cccc4cccc(c34)C2=O)CC1
5.51,C=C1/C=C/C(=O)/C(CO)=C\C[C@](C)(CCC=C(C)C)/C=C/[C@H]1OC(=O)C=C(C)C
5.26,COc1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)ccc1OCCCN1CCOCC1
7.0,CCc1cc(S(=O)(=O)N2C[C@H](c3ccccc3)NC2=O)ccc1NC(=O)NC(C)C
4.86,C#Cc1cccc(Nc2ncnc3cc(N4CCN(CCN(CC)CC)CC4)c(F)cc23)c1
4.88,COc1cc(C)c(C(=O)c2c(CC(C)=O)cc3c(c2O)C(=O)c2c(OC)cc(OC)cc2C3(C)C)c(OC)c1
6.07,O=C1C=C[C@@]2(C[C@H](OC(=O)/C=C/c3ccc([N+](=O)[O-])cc3)[C@H](c3ccccc3)O2)O1
4.6,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCCCC4)[C@@H](C=C4C(=O)c5c(O)cc6c(c5O[C@]431)C=CC(C)(C)O6)C2=O
5.75,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(C(C)C)cc2)N1c1nc(N2CCN(C)CC2)nc(N2CCN(C)CC2)n1
5.56,COCNc1n[n+]([O-])c2ccccc2[n+]1[O-]
6.01,N#Cc1ccc2[nH]cc(C3(c4c[nH]c5ccc(C#N)cc45)C(=O)Nc4ccccc43)c2c1
6.7,COc1ccc(-c2ccc3ncn(-c4cc(OC)c(OC)c(OC)c4)c3c2)cc1O
7.7,O=C1c2cc(Cl)ccc2SC2c3[nH]c4ccc(O)cc4c3CCN12
4.28,C[C@H]1[C@@H](OCCNC(=O)Nc2ccc([N+](=O)[O-])cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
7.44,COc1cc(C(=O)/C=C/c2cccc3[nH]ccc23)cc(OC)c1OC
5.09,CCC/C=C/C(=O)Nc1cccc(Oc2nc(Nc3ccn(C)n3)nc3c2CSCC3)c1
5.38,O=C(CCSC(=S)N1CCCCC1)Nc1cccc(NC(=O)c2ccccn2)c1
4.75,CCOC(=O)[C@@]1(C(=O)Nc2ccccc2Cl)C[C@H]1c1cc(OC)c(OC)c(OC)c1
4.88,CN(C)Cc1ccc2c(c1O)-c1ccc(cc1O)CCc1ccc(O)c(c1)Oc1ccc(cc1)CC2
5.72,C=C/C(C)=C/C[C@]1(C)[C@H](C)C[C@H](O)[C@@]23C(=C[C@H](OC(=O)CC(C)C)C[C@@H]12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O
5.0,Cn1c(=O)c(-c2ccc(O)cc2)cc2c(O)cc(O)cc21
4.22,O=S(=O)(Nc1ccc2[nH]c3ccncc3c2c1)c1cc(Cl)ccc1Cl
4.84,COc1cc(OC)c(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCCCC5)C4=O)ccc3[nH]2)cc1OC
5.04,CCCCOc1ccc(C(=O)NNC(=O)c2ccc(NS(=O)(=O)c3cnc(O)nc3O)cc2)cc1
4.63,COc1cc(CO)c(Br)c(Br)c1OCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
5.91,COc1cc(N2CCN(CC(=O)N(C)C)C2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
4.97,COc1ccc(/C=C/c2c3[nH]c4ccccc4c3cc[n+]2Cc2ccccc2)cc1.[Br-]
4.7,O=S(=O)(c1ccccc1)c1nc2ccccc2nc1N1CCc2ccccc2C1
4.93,COc1cc2ncnc(Nc3ccc(F)c(Br)c3)c2cc1OCCCN1CCNCCNCCNCC1
4.69,CN(C)CCCOc1ccc(-c2coc3cc(OCCCN(C)C)ccc3c2=O)cc1
4.31,CC1=CCC[C@H]2[C@](C)(CC3=CC(=O)C(N4CCC[C@H]4C(=O)O)=CC3=O)[C@@H](C)CC[C@]12C
4.07,Cc1noc(C)c1-c1nn(Cc2ccc(C(=O)NC3CC(C)(C)N([O])C(C)(C)C3)cc2)c(=O)c2ccccc12
4.8,Cc1cccc(C)c1Nc1nc(C(C)(C)C)c(Cc2ccc3c(c2)OCO3)s1
5.71,Cc1ccc(S(=O)(=O)c2nc3ccccc3nc2Nc2cccc(N)c2)cc1
5.0,C[S@@+]([O-])CCCCCCN=C=S
5.12,O=C(N/N=C/c1cc(F)c(F)cc1Cl)N1CCc2ncnc(Nc3ccc(F)c(Cl)c3)c2C1
4.64,CCc1ccc(-c2cn(C3COC4=C(Br)C(=O)C(=O)c5cccc3c54)nn2)cc1
5.08,CP(=O)(Oc1ccccc1)N1C/C(=C\c2ccncc2)C(=O)/C(=C/c2ccncc2)C1
4.97,COc1ccc2[nH]cc(C3(c4c[nH]c5ccc(OC)cc45)C(=O)Nc4ccc(F)cc43)c2c1
4.85,COc1ccc(/C=C/c2cc(OC)c(OC)c(OC)c2-c2ccc3ccccc3c2)cc1
4.71,O=C1NC(=O)/C(=C/C2=Cc3cc(Br)ccc3OC2)N1
4.37,CON1c2ccccc2[C@@]2(CN=C(SC)S2)[C@H]1Nc1ccc(C)c(C)c1
4.21,N/N=C1/c2cc(-c3ccc(C(=O)O)cc3)ccc2-n2c1nc1ccccc1c2=O
4.13,CC1=C2CC[C@@H]3O[C@]3(C)CC/C(C)=C/CC/C(C)=C/[C@@H]2OC1=O
7.03,COc1cc(C(O)c2c(-c3cc[nH]c3)[nH]c3ccccc23)cc(OC)c1OC
4.86,CN(C)CCNC(=O)c1ccc(/C=C2\C(=O)Nc3ncccc32)[nH]c1=O.Cl
4.19,Nc1ccc(O)c(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1
4.83,COc1ccc(Nc2nc(N(C)C)c(C(=O)c3cnc4ccc(Br)cn34)s2)cc1
6.26,COc1cc(C(=O)n2nc(Nc3ccc(C(C)C)cc3)nc2N)cc(OC)c1OC
4.83,CC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)nn1
5.67,Cc1ccc(NC(=O)Cn2cc(-c3ccc4c(NC(=O)C5CC5)n[nH]c4c3)cn2)cc1C(F)(F)F
6.16,O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2cc(F)cc(F)c2)=C/C(=N/O)c2ccccc21
4.41,CCOP(=O)(OCC)C(NC(=O)COc1ccc2c(c1O)C(=O)c1ccccc1C2=O)c1ccccc1OC
4.02,Cc1ccccc1NC(=O)c1ccc2c(C(=O)O)ccc(O)c2n1
4.0,C=C(c1ccc(OC)c(F)c1)C1COC(C)(C)OO1
5.19,CC(C)c1ccc2c(c1)CC[C@H]1[C@@](C)(C(CO)(CO)CO)CCC[C@]21C
5.75,CC[C@H](C)[C@H](NC(=O)Oc1c(OC)cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc1OC)C(N)=O
5.62,O=C(Nc1ccc2c(/C=N/c3cccnc3)n[nH]c2c1)Nc1nncs1
4.99,Cc1ccc(-c2nc3sc(C)nn3c2-c2nc3cc(Cl)c(F)cc3[nH]2)cc1
5.24,O=C(c1ccco1)N1CCN(Cc2cc(=O)c(OCc3cccc(Cl)c3)co2)CC1
4.66,COc1ccc(-c2cc(-c3c(O)c4ccccc4oc3=O)nc(O)n2)cc1OC
5.2,N#CC1=C(N)Oc2c(N)cc3nc4ccccc4nc3c2C1c1ccccc1Cl
4.9,O=C(/C=C/c1ccccc1)Nc1cc2ncnc(Nc3cc(Cl)cc(Cl)c3)c2s1
4.61,Cc1cccc(Nc2ncc(Br)c(Oc3cccc([N+](=O)[O-])c3)n2)c1
4.11,COC(=O)CNC(=O)Cn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)N(C)C2=O)c2ccccc21
4.6,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(C(F)(F)F)cc2)SC1=S
4.75,CCn1cc(-c2nc3ccc(F)cc3[nH]2)c2cc(C(=O)c3cc(OC)c(OC)c(OC)c3)ccc21
4.37,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
4.95,N#Cc1c(N=Cc2ccc3ccccc3c2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2
5.11,CCCN(CCC)C[C@@H]1[C@H]2COC3(CC=C(C)C)C(=O)[C@@H]1C=C1C(=O)c4c(O)cccc4O[C@]123
4.71,O=C1/C(=C\c2ccccc2)c2c(ncn2COCc2ccccc2)CCN1Cc1ccc(F)cc1
5.24,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC(C)C2)cc1
5.11,COc1ccc(/C=C/c2cccc(NC(=O)Nc3cccc(Cl)c3)c2)cc1
4.52,Cc1ccc(S(=O)(=O)/N=C(/CCNC2=CC(=O)c3ccccc3C2=O)Nc2ccc(Cl)cc2)cc1
5.29,CCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC
4.89,C[C@H]1[C@H](N2CCN(c3cccc(C(F)(F)F)c3)CC2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
4.56,O=C(Nc1nc2ccccc2[nH]1)c1ccc(OC(F)(F)F)cc1
4.49,O=C(NO)c1ccc(/C=C/c2ccccc2)o1
4.79,Cc1cc(Nc2ccccc2)n2nc(SCc3ccccc3)nc2n1
4.7,CCOC(=O)C1=CN(Cc2ccccc2)C=C(C(=O)OCC)C1c1ccc(CN2CCN(C)CC2)cc1.Cl.Cl
5.52,CC[C@H]1CN2CCc3c(cc(OC)c(OC)c3O)[C@@H]2C[C@@H]1C[C@H]1NCCc2c1[nH]c1ccccc21
5.34,Fc1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)nc2c1
5.07,O=C(C[n+]1ccn(-c2ccc(-c3cc4ccccc4o3)cc2)c1)c1ccc(Br)cc1.[Br-]
4.71,C[N+]1(CCCCOc2cc(O)c3c(=O)c4ccccc4oc3c2)CCCC1.[I-]
4.93,Cc1ccc(-n2nncc2CN2C(=O)C3(C(C#N)=C(N)Oc4c(N)cc5nc6ccccc6nc5c43)c3ccccc32)cc1Cl
5.8,CC1=NNC(=O)C1C(c1c[nH]c2ccccc12)c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12
5.25,CN(C)CCCNC(=O)c1ccc2cc(C(=O)NCCCN(C)C)c3sccc3c2c1
5.1,CCCCCC1(O)C(=O)Nc2ccc(Nc3ccc(OC)cc3)cc21
4.75,CC(C)(C)OC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
4.47,C=CCCCCOc1ncc(-c2cc(Cl)ccc2OC)n1C
4.11,c1ccc2oc(N3CCOCC3)nc2c1
5.16,CN1CCN(c2ccc(Nc3ncc4c(n3)n(C3CCCC3)c(=O)c3nncn34)cc2)CC1
4.58,COc1ccc(-c2cc3[nH]nc(-c4cc(OC)c(OC)c(OC)c4)n3n2)cc1
5.6,COC(=O)c1cccn1-c1ccc(Nc2ncc(Cl)c(Nc3ccccc3NS(C)(=O)=O)n2)c(OC)c1
